"gene","sample","expression","organism","age","sex","infection","strain","time","tissue","mouse","ENTREZID","product","ensembl_gene_id","external_synonym","chromosome_name","gene_biotype","phenotype_description","hsapiens_homolog_associated_gene_name"
"Moxd1","GSM2545351",206,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","59012","monooxygenase, DBH-like 1","ENSMUSG00000020000","3230402N08Rik","10","protein_coding","increased circulating sodium level","MOXD1"
"Susd6","GSM2545351",4875,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","217684","sushi domain containing 6, transcript variant 1","ENSMUSG00000021133","4933426M11Rik","12","protein_coding","decreased body weight","SUSD6"
"Ighm","GSM2545351",182,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","16019",NA,"ENSMUSG00000076617","Ig mu","12","IG_C_gene","abnormal B cell activation","IGHM"
"Fam131a","GSM2545351",3171,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","78408","family with sequence similarity 131, member A, transcript variant X2","ENSMUSG00000050821","2900046G09Rik","16","protein_coding","increased body temperature","FAM131A"
"Zfp92","GSM2545351",61,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","22754","zinc finger protein 92, transcript variant X4","ENSMUSG00000031374",NA,"X","protein_coding","abnormal bone structure","ZFP92"
"Kirrel","GSM2545351",575,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","170643","kin of IRRE like (Drosophila), transcript variant 2","ENSMUSG00000041734","6720469N11Rik","3","protein_coding","abnormal podocyte foot process morphology","KIRREL1"
"Npsr1","GSM2545351",20,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","319239","neuropeptide S receptor 1, transcript variant X1","ENSMUSG00000043659","9330128H10Rik","9","protein_coding","improved glucose tolerance","NPSR1"
"Kcnj16","GSM2545351",1711,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","16517","potassium inwardly-rectifying channel, subfamily J, member 16, transcript variant 1","ENSMUSG00000051497","6430410F18Rik","11","protein_coding","abnormal bone mineralization","KCNJ16"
"Atg10","GSM2545351",287,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","66795","autophagy related 10, transcript variant X3","ENSMUSG00000021619","5330424L23Rik","13","protein_coding",NA,"ATG10"
"Vwc2l","GSM2545351",90,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","320460","von Willebrand factor C domain-containing protein 2-like, transcript variant X1","ENSMUSG00000045648","A830006F12Rik","1","protein_coding","abnormal eye morphology","VWC2L"
"Sox14","GSM2545351",28,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","20669","SRY (sex determining region Y)-box 14","ENSMUSG00000053747",NA,"9","protein_coding",NA,"SOX14"
"Zc3h3","GSM2545351",450,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","223642","zinc finger CCCH type containing 3, transcript variant X1","ENSMUSG00000075600","Smicl","15","protein_coding",NA,"ZC3H3"
"Gak","GSM2545351",4669,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","231580","cyclin G associated kinase, transcript variant 3","ENSMUSG00000062234","D130045N16Rik","5","protein_coding","abnormal lung alveolus development","GAK"
"Tox2","GSM2545351",320,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","269389","TOX high mobility group box family member 2, transcript variant X6","ENSMUSG00000074607","LOC269389","2","protein_coding","abnormal gait","TOX2"
"Tenm2","GSM2545351",1010,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","23964","teneurin transmembrane protein 2, transcript variant X4","ENSMUSG00000049336","2610040L17Rik","11","protein_coding","abnormal lateral geniculate nucleus morphology","TENM2"
"Begain","GSM2545351",1318,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","380785","brain-enriched guanylate kinase-associated, transcript variant X1","ENSMUSG00000040867","LOC380785","12","protein_coding","decreased circulating LDL cholesterol level","BEGAIN"
"Dsc3","GSM2545351",12,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","13507","desmocollin 3, transcript variant 1","ENSMUSG00000059898","5430426I24Rik","18","protein_coding","absent optic nerve","DSC3"
"Fbll1","GSM2545351",340,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","237730","fibrillarin-like 1","ENSMUSG00000051062",NA,"11","protein_coding",NA,"FBLL1"
"Dnah7a","GSM2545351",14,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","627872","dynein, axonemal, heavy chain 7A, transcript variant X3","ENSMUSG00000096141","Dnahc7","1","protein_coding",NA,"DNAH7"
"Gm3764","GSM2545351",4484,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","100042277","predicted gene 3764, transcript variant X20","ENSMUSG00000097156","Gm3759","3","lncRNA",NA,NA
"Strip1","GSM2545351",3017,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","229707","striatin interacting protein 1","ENSMUSG00000014601","6330569M22Rik","3","protein_coding","abnormal mesoderm development","STRIP1"
"Nmnat3","GSM2545351",62,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","74080","nicotinamide nucleotide adenylyltransferase 3, transcript variant X4","ENSMUSG00000032456","4933408N02Rik","9","protein_coding","abnormal enzyme/coenzyme level","NMNAT3"
"Lims2","GSM2545351",265,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","225341","LIM and senescent cell antigen like domains 2, transcript variant X2","ENSMUSG00000024395","PINCH2","18","protein_coding","abnormal response to cardiac infarction","LIMS2"
"Fam43b","GSM2545351",246,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","625638","family with sequence similarity 43, member B","ENSMUSG00000078235","OTTMUSG00000009974","4","protein_coding",NA,"FAM43B"
"Ccnl2","GSM2545351",7382,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","56036","cyclin L2, transcript variant X3","ENSMUSG00000029068","1700010A01Rik","4","protein_coding",NA,"CCNL2"
"Gm11627","GSM2545351",14,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","100040792","predicted gene 11627","ENSMUSG00000078640",NA,"11","protein_coding",NA,NA
"Rabl2","GSM2545351",700,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","68708","RAB, member RAS oncogene family-like 2, transcript variant X2","ENSMUSG00000022621","1110031N17Rik","15","protein_coding","abnormal autopod morphology","RABL2B"
"Kcnj3","GSM2545351",4965,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","16519","potassium inwardly-rectifying channel, subfamily J, member 3, transcript variant X5","ENSMUSG00000026824","GIRK1","2","protein_coding","abnormal epididymis morphology","KCNJ3"
"Zfp36","GSM2545351",315,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","22695","zinc finger protein 36","ENSMUSG00000044786","Nup475","7","protein_coding","decreased mean corpuscular volume","ZFP36"
"Slc2a1","GSM2545351",5739,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","20525","solute carrier family 2 (facilitated glucose transporter), member 1","ENSMUSG00000028645","Glut-1","4","protein_coding","abnormal glucose homeostasis","SLC2A1"
"Cnksr3","GSM2545351",2793,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","215748","Cnksr family member 3, transcript variant X1","ENSMUSG00000015202","Magi1","10","protein_coding",NA,"CNKSR3"
"AW551984","GSM2545351",584,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","244810","expressed sequence AW551984, transcript variant 2","ENSMUSG00000038112",NA,"9","protein_coding",NA,"VWA5A"
"Hykk","GSM2545351",234,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","235386","hydroxylysine kinase 1","ENSMUSG00000035878","Agphd1","9","protein_coding",NA,"HYKK"
"Rnasel","GSM2545351",138,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","24014","ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent), transcript variant X4","ENSMUSG00000066800","2-5A-dependent RNAase","1","protein_coding","abnormal thymus morphology","RNASEL"
"Shc1","GSM2545351",541,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","20416","src homology 2 domain-containing transforming protein C1, transcript variant X1","ENSMUSG00000042626","p66","3","protein_coding","abnormal actin cytoskeleton morphology","SHC1"
"Ppp1r12c","GSM2545351",3592,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","232807","protein phosphatase 1, regulatory (inhibitor) subunit 12C, transcript variant X4","ENSMUSG00000019254","2410197A17Rik","7","protein_coding",NA,"PPP1R12C"
"Syne4","GSM2545351",312,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","233066","spectrin repeat containing, nuclear envelope family member 4, transcript variant 1","ENSMUSG00000019737","0610012K07Rik","7","protein_coding","abnormal cochlear outer hair cell morphology","SYNE4"
"Arrdc2","GSM2545351",1241,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","70807","arrestin domain containing 2, transcript variant X1","ENSMUSG00000002910","4632416I05Rik","8","protein_coding","increased cornea thickness","ARRDC2"
"Usp28","GSM2545351",2045,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","235323","ubiquitin specific peptidase 28, transcript variant X8","ENSMUSG00000032267","9830148O20Rik","9","protein_coding","decreased spleen weight","USP28"
"Slfn4","GSM2545351",35,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","20558","schlafen 4, transcript variant X2","ENSMUSG00000000204",NA,"11","protein_coding","impaired glucose tolerance","SLFN12"
"Pomt2","GSM2545351",1303,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","217734","protein-O-mannosyltransferase 2, transcript variant X1","ENSMUSG00000034126","A830009D15Rik","12","protein_coding","abnormal Reichert's membrane morphology","POMT2"
"Gm10432","GSM2545351",135,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","100038713","predicted gene 10432","ENSMUSG00000113679",NA,"12","lncRNA",NA,NA
"Cngb1","GSM2545351",31,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","333329","cyclic nucleotide gated channel beta 1, transcript variant 1","ENSMUSG00000031789","BC016201","8","protein_coding","abnormal action potential","CNGB1"
"Dot1l","GSM2545351",6014,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","208266","DOT1-like, histone H3 methyltransferase (S. cerevisiae), transcript variant X4","ENSMUSG00000061589","KMT4","10","protein_coding","abnormal retinal vasculature morphology","DOT1L"
"Gmnn","GSM2545351",128,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","57441","geminin","ENSMUSG00000006715","Gem","13","protein_coding","abnormal lens morphology","GMNN"
"Ccdc160","GSM2545351",55,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","434778","coiled-coil domain containing 160","ENSMUSG00000073207","6330534C20Rik","X","protein_coding","abnormal neural tube morphology","CCDC160"
"Ptpn5","GSM2545351",932,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","19259","protein tyrosine phosphatase, non-receptor type 5, transcript variant X2","ENSMUSG00000030854","Step","7","protein_coding","increased heart weight","PTPN5"
"Mal2","GSM2545351",446,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","105853","mal, T cell differentiation protein 2","ENSMUSG00000024479",NA,"15","protein_coding",NA,"MAL2"
"Arap3","GSM2545351",288,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","106952","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3, transcript variant X3","ENSMUSG00000024451","Centd3","18","protein_coding","decreased circulating serum albumin level","ARAP3"
"Mib2","GSM2545351",2299,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","76580","mindbomb homolog 2 (Drosophila), transcript variant 3","ENSMUSG00000029060","2210008I11Rik","4","protein_coding","abnormal eye morphology","MIB2"
"Itgb1bp2","GSM2545351",53,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","26549","integrin beta 1 binding protein 2, transcript variant X1","ENSMUSG00000031312","Chordc3","X","protein_coding","abnormal response of heart to induced stress","ITGB1BP2"
"Stk32b","GSM2545351",75,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","64293","serine/threonine kinase 32B","ENSMUSG00000029123","2510009F08Rik","5","protein_coding",NA,"STK32B"
"Dgkb","GSM2545351",1297,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","217480","diacylglycerol kinase, beta, transcript variant X2","ENSMUSG00000036095","C630029D13Rik","12","protein_coding","abnormal hippocampus neuron morphology","DGKB"
"Pcgf6","GSM2545351",1011,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","71041","polycomb group ring finger 6, transcript variant X2","ENSMUSG00000025050","4933407A11Rik","19","protein_coding","abnormal arcus anterior morphology","PCGF6"
"Serinc2","GSM2545351",664,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","230779","serine incorporator 2, transcript variant X1","ENSMUSG00000023232","2310004K20Rik","4","protein_coding","impaired glucose tolerance","SERINC2"
"Arhgef37","GSM2545351",852,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","328967","Rho guanine nucleotide exchange factor (GEF) 37, transcript variant X2","ENSMUSG00000045094","4933429F08Rik","18","protein_coding",NA,"ARHGEF37"
"Ltf","GSM2545351",64,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","17002","lactotransferrin","ENSMUSG00000032496","lactoferrin","9","protein_coding","abnormal iron homeostasis","LTF"
"Timp2","GSM2545351",5377,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","21858","tissue inhibitor of metalloproteinase 2","ENSMUSG00000017466","D11Bwg1104e","11","protein_coding","decreased total retina thickness","TIMP2"
"Snora41","GSM2545351",29,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","100217464","small nucleolar RNA, H/ACA box 41","ENSMUSG00000064602","MBI-83","1","snoRNA",NA,"SNORA41"
"F3","GSM2545351",3147,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","14066","coagulation factor III","ENSMUSG00000028128","CD142","3","protein_coding","abnormal atrial thrombosis","F3"
"Tgfbi","GSM2545351",251,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","21810","transforming growth factor, beta induced","ENSMUSG00000035493","68kDa","13","protein_coding","abnormal cell nucleus morphology","TGFBI"
"Rab44","GSM2545351",10,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","442827","RAB44, member RAS oncogene family, transcript variant X5","ENSMUSG00000064147","9830134C10Rik","17","protein_coding",NA,"RAB44"
"Lclat1","GSM2545351",960,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","225010","lysocardiolipin acyltransferase 1, transcript variant 1","ENSMUSG00000054469","AGPAT8","17","protein_coding","decreased circulating cholesterol level","LCLAT1"
"Arid5b","GSM2545351",1958,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","71371","AT rich interactive domain 5B (MRF1-like), transcript variant X2","ENSMUSG00000019947","5430435G07Rik","10","protein_coding","abnormal adipose tissue morphology","ARID5B"
"Col25a1","GSM2545351",451,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","77018","collagen, type XXV, alpha 1, transcript variant X23","ENSMUSG00000058897","2700062B08Rik","3","protein_coding","abnormal motor neuron morphology","COL25A1"
"Inpp5b","GSM2545351",2569,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","16330","inositol polyphosphate-5-phosphatase B, transcript variant X1","ENSMUSG00000028894","75kDa","4","protein_coding","abnormal Sertoli cell morphology","INPP5B"
"Dhfr","GSM2545351",376,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","13361","dihydrofolate reductase","ENSMUSG00000021707","8430436I03Rik","13","protein_coding","decreased circulating bilirubin level","DHFR2"
"Phkg2","GSM2545351",1938,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","68961","phosphorylase kinase, gamma 2 (testis), transcript variant X1","ENSMUSG00000030815","1500017I02Rik","7","protein_coding","increased erythrocyte cell number","PHKG2"
"Bcl11a","GSM2545351",557,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","14025","B cell CLL/lymphoma 11A (zinc finger protein), transcript variant X4","ENSMUSG00000000861","2810047E18Rik","11","protein_coding","abnormal T cell differentiation","BCL11A"
"Nr2f1","GSM2545351",1722,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","13865","nuclear receptor subfamily 2, group F, member 1, transcript variant X1","ENSMUSG00000069171","COUP-TF1","13","protein_coding","abnormal auditory brainstem response","NR2F1"
"Trhr","GSM2545351",65,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","22045","thyrotropin releasing hormone receptor, transcript variant X2","ENSMUSG00000038760","TRH-R1","15","protein_coding","abnormal circulating ghrelin level","TRHR"
"Msc","GSM2545351",10,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","17681","musculin, transcript variant X1","ENSMUSG00000025930","bHLHa22","1","protein_coding","no abnormal phenotype detected","MSC"
"Mndal","GSM2545351",147,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","100040462","myeloid nuclear differentiation antigen like, transcript variant X3","ENSMUSG00000090272","Ifi212","1","protein_coding",NA,NA
"Pou3f2","GSM2545351",749,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","18992","POU domain, class 3, transcription factor 2","ENSMUSG00000095139","9430075J19Rik","4","protein_coding","abnormal brown adipose tissue morphology","POU3F2"
"Gm9962","GSM2545351",25,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum","16","791383","predicted gene 9962","ENSMUSG00000055048",NA,"7","lncRNA",NA,NA
